분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(X좌표),경도(Y좌표),유무료,문화포털상세URL
국악,금천구,[금천문화재단] 오셀로와 이아고,2023-11-16~2023-11-17,금나래아트홀,금천문화재단,초등학생 이상,전석 2만원,,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3566&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6e03a7bcfd86498e84df2fae2cb4b8f2&thumb=Y,2023.10.18,기관,2023.11.16 0:00,2023.11.17 0:00,기타,37.45657850809659,126.89597253576768,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143781&menuNo=200008
국악,용산구,2023 우리소리의 맥(脈)을 찾아서 특별기획 국악공연,2023-11-16~2023-11-16,동자아트홀 (서울역 건너편 KDB 건물 지하 2층),서울시청,시민 누구나,,,,,http://seoulccf.or.kr/festival/festivalView?festival_seq=59&gcfac_menu_cd=U0202&choisMonth=11&choisYear=2023,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=914e578f7d4e4f7d892c81c9eee6f084&thumb=Y,2023.10.26,기관,2023.11.16 0:00,2023.11.16 0:00,기타,37.55167943,126.9729051,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143899&menuNo=200008
교육/체험,용산구,[서울생활문화센터 서교] 인문학정원 20세기 일본만화사,2023-11-16~2023-11-16,서울생활문화센터 서교 스퀘어,서울생활문화센터-서교,관심있는 누구나,,,,,https://seogyocenter.or.kr/programall/?idx=362,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2331b2ae1f67448c83422d23b65acbca&thumb=Y,2023.10.23,기관,2023.11.16 0:00,2023.11.16 0:00,기타,37.55080217,126.9167159,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143848&menuNo=200011
교육/체험,금천구,"[온라인특강] 출산휴가, 육아휴직 즉문즉답",2023-11-16~2023-11-16,온라인 특강(ZOOM강의),기타,"(예비)직장맘, 직장대디 / 인사담당자",무료,공인노무사 강연,"임신, 출산, 유아기 노동법 관련 궁금증을 해결하고, 엄마 아빠가 아이 키우기 좋은 도시 '서울'을 만들기 위해 노력합니다. ",,https://gworkingmom.net/program/regulars/87,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a5816419a79345de806d367ba0741b63&thumb=Y,2023.10.24,기관,2023.11.16 0:00,2023.11.16 0:00,기타,37.47619002,126.8837237,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143860&menuNo=200011
콘서트,성동구,11월 문화가 흐르는 청계천의 밤,2023-11-15~2023-11-15,청계천박물관 3층 강당,청계천박물관,전체관람가,,,,,https://museum.seoul.go.kr/cgcm/board/NR_boardList.do?bbsCd=1018,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1d239887dc1347339596670958e5d651&thumb=Y,2023.10.23,기관,2023.11.15 0:00,2023.11.15 0:00,기타,37.57126617,127.0350432,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143845&menuNo=200008
뮤지컬/오페라,서초구,[서초문화재단] 뮤지컬 나도 해피엔딩을 쓰고 싶어,2023-11-14~2023-11-25,서초문화재단 반포심산아트홀,서초문화재단,8세 이상,"전석 5만 5천원 (서초구민 60%/ 서초문화재단 홈페이지 회원, 학생, 경로 50% / 조기예매, 재관람 40%)",레이나 조현영 이주광 박건일 손지애 김태윤 김경민 이민진 김다혜,그동안 볼 수 없었던 새로운 장르의 음악! 궁금증과 신비로움을 자아내는 환상적인 무대! 우리들의 삶 속 어딘가의 해피엔딩을 찾아주는 따뜻한 뮤지컬 ,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=633,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3bc80614a07141cc82265492deabdd8c&thumb=Y,2023.10.25,기관,2023.11.14 0:00,2023.11.25 0:00,기타,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143886&menuNo=200008
클래식,강북구,[서울시립교향악단] 2023 서울시향  우리동네 음악회(실내악),2023-11-14~2023-11-14,강북문화재단 북서울 꿈의숲,서울시립교향악단,홈페이지 참고,무료,,,,https://www.seoulphil.or.kr/perf/view?perfNo=5909&calendarDate=2023/11/14&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b325166d7dc0438ba9e49d18c92fce3c&thumb=Y,2023.10.23,기관,2023.11.14 0:00,2023.11.14 0:00,기타,37.64083272514534,127.01326775323761,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143839&menuNo=200008
교육/체험,종로구,[2023년도 플레이업 아카데미 모집] 신체훈련 아카데미 [나에게 맞는 워밍업 루틴 만들기],2023-11-13~2023-12-01,서울연극센터,서울문화재단,나에게 맞는 워밍업 루틴을 만들어 보고 실생활에 활용하고 싶은 연극인,,,,,https://www.sfac.or.kr/participation/sfac_program.do?pageIndex=&eduMstSeq=33222&eduScheSeq=&mode=VIEW&mstStatus=&eduGubunSel=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6286adde42a34798b90bd0c740a7f326&thumb=Y,2023.10.19,기관,2023.11.13 0:00,2023.12.1 0:00,기타,37.5833444,127.0013025,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143793&menuNo=200011
교육/체험,양천구,[양천구청] 건강힐링센터 2023년 11월 원데이해빛 원데이 힐링프로그램,2023-11-13~2023-11-17,양천구 건강힐링문화관 3층,양천구청,영유아 및 어린이,"5,000원/1인",,,,https://www.yangcheon.go.kr/site/healing/ex/bbs/View.do?cbIdx=1046&bcIdx=280976&parentSeq=280976,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9227c4aa1ee1408fa81e26013b332199&thumb=Y,2023.10.20,기관,2023.11.13 0:00,2023.11.17 0:00,어린이/청소년 문화행사,37.51757901,126.8458736,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143804&menuNo=200011
기타,강서구,2023 서울식물원 국제심포지엄,2023-11-13~2023-11-13,서울식물원 식물문화센터 지하 1층 메인홀,서울시립과학관,관심있는 관계 기관 종사자 누구나,,,,,https://botanicpark.seoul.go.kr/front/board/newsView.do?sn=11522&searchCondition=&searchKeyword=&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8b603d49189a4bc8ba0b3162e610a49a&thumb=Y,2023.10.23,기관,2023.11.13 0:00,2023.11.13 0:00,기타,37.569657094189104,126.83500723721524,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143854&menuNo=200013
교육/체험,양천구,[서울시청] 가족 스케이팅 교실,2023-11-11~2023-11-25,목동 아이스링크장,서울시청,서울시민 가족(7세 이상),1인당 1만원 ※ 저소득층 면제,,,,https://www.seoulsports.or.kr/user/citizenAction/userCitizenProgramList.do?citizenParam=skating,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=024a24d8dfc04393aa5ba1c0b10bcef7&thumb=Y,2023.10.25,기관,2023.11.11 0:00,2023.11.25 0:00,기타,37.53072795,126.8792335,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143869&menuNo=200011
교육/체험,노원구,[서울시립과학관] 11월 가족과 함께하는 바이오랩,2023-11-11~2023-11-25,서울시립과학관 3층 1교육실,서울시립과학관,초등 4학년 이상~가족,"1인당 10,000원",,,,https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=671,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e242733fb7894b32bd5b80d7d7b993f8&thumb=Y,2023.10.13,기관,2023.11.11 0:00,2023.11.25 0:00,어린이/청소년 문화행사,37.64199411,127.0774371,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143676&menuNo=200011
교육/체험,도봉구,[삼각산시민청] 2023년 시민기획단 연계 하반기 프로그램,2023-11-11~2023-11-18,"삼각산시민청 1, 2동",삼각산시민청,상세내용 참고,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1728&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3cd5cdb7786a4e08ba70e175d21671a9&thumb=Y,2023.10.25,기관,2023.11.11 0:00,2023.11.18 0:00,기타,37.65589083,127.0135632,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143891&menuNo=200011
전시/미술,중구,[시민청 공간공모 지원사업] 장소기억법,2023-11-11~2023-11-17,서울시청 시민청 시민청갤러리,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2733,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d168a4e48a5a4fb8b167dd5c1a644190&thumb=Y,2023.10.20,기관,2023.11.11 0:00,2023.11.17 0:00,기타,37.566634997636804,126.97867495087418,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143816&menuNo=200009
교육/체험,송파구,[서울역사편찬원] 11월 엄마아빠와 함께하는 교과서 역사기행,2023-11-11~2023-11-11,집결장소 : 서울올림픽공원 북2문 주차장 (08:20까지 집결),서울역사편찬원,초.중.고 학생 자녀가 있는 서울시민 가족,,,,,https://history.seoul.go.kr/bbsctt/view.do?bbscttSn=2310160001&sc_bbsctt_field_sn=0009&key=2210200020&sc_custom1=Y&pageIndex=1&orderBy=bbscttOrdr+desc&sc_cate=&sc_bbsctt_adit_iem_cn=&sc=&sw=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=540579e395ff4a07961d87dd2816bf52&thumb=Y,2023.10.18,기관,2023.11.11 0:00,2023.11.11 0:00,가족 문화행사,37.52053406288515,127.12081278327528,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143757&menuNo=200011
콘서트,강동구,"[2023 카즈미 타테이시 트리오 내한공연] 지브리, 재즈를 만나다(서울 강동)",2023-11-11~2023-11-11,강동아트센터 대극장 한강,기타,만 7세 이상,"VIP석 77,000원 / R석 66,000원 / S석 55,000원",Piano 카즈미 타테이시 Contrabass 시노부 사토 Drums 마오 스즈키,"하울의 움직이는 성, 센과 치히로의 행방불명 등 지브리 애니메이션 주제곡",,https://tickets.interpark.com/goods/23010469,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e96a8ee94fab47d59a00d84cfb25c25d&thumb=Y,2023.7.28,시민,2023.11.11 0:00,2023.11.11 0:00,기타,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142578&menuNo=200008
뮤지컬/오페라,동대문구,[선농단역사문화관] 이원복의 먼나라 이웃나라 영국여행,2023-11-11~2023-11-11,선농단역사문화관 오픈세미나실,동대문문화재단,누구나,무료(동대문구민 우선접수 가능),이강PLAY,,,http://ddmac.or.kr/sub02/sub03.php?type=view&uid=5133,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7903539efdf946ec98b389be5c8a40e5&thumb=Y,2023.10.12,기관,2023.11.11 0:00,2023.11.11 0:00,기타,37.58118377,127.0318885,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143663&menuNo=200008
교육/체험,도봉구,[2023 민주시민 아카데미] 2회차-세상은 묘지 위에 세워져 있다 ,2023-11-11~2023-11-11,"김근태기념도서관 2층 '공간,마루'",도봉문화재단,성인,,,,,https://www.unilib.dobong.kr/edusat/view.do?edu_idx=4133&prepage=%2Fedusat%2Flist.do%3Fsh_ct_idx%3D83,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=999545cff78c4b2586d1474e3a2e5f2a&thumb=Y,2023.10.20,기관,2023.11.11 0:00,2023.11.11 0:00,기타,37.68766744,127.0440199,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143810&menuNo=200011
콘서트,성동구,[2023 성동문화마당] 소월아트홀에서 떠나는 국내 여행 콘서트,2023-11-11~2023-11-11,소월아트홀,성동문화재단,초등학생이상 관람가,"전석 30,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=948&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fe9f6d0ed27b4960bf6b25d24b81565b&thumb=Y,2023.10.25,기관,2023.11.11 0:00,2023.11.11 0:00,기타,37.5593204,127.036016,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143895&menuNo=200008
콘서트,강남구,제 20회 위튜티 윈드오케스트라 정기연주회,2023-11-11~2023-11-11,광림아트센터 장천홀,기타,누구나,,,,,http://www.klarts.kr/concert/37040,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3f4d62c3d81c4c5c84ca1ae18d8c59b0&thumb=Y,2023.10.26,시민,2023.11.11 0:00,2023.11.11 0:00,,37.52435576,127.025985,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143897&menuNo=200008
국악,종로구,"[서울돈화문국악당] 길, Tea, Pleasure 월드뮤직그룹 공명",2023-11-11~2023-11-11,서울돈화문국악당,서울돈화문국악당,전체관람가,,,,,https://sdtt.or.kr/user/program/2023/11/1412,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=73f0c43b7ed94399964e82d6b8823e10&thumb=Y,2023.10.11,기관,2023.11.11 0:00,2023.11.11 0:00,기타,37.57725028,126.9907307,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143645&menuNo=200008
콘서트,중구,[시민청] 2023 바스락콘서트 11월 공연,2023-11-11~2023-11-11,서울시청 시민청 지하2층 바스락홀,시민청,누구나,무료,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2670,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3d897e515f26417886641ebbaa7305e5&thumb=Y,2023.10.23,기관,2023.11.11 0:00,2023.11.11 0:00,기타,37.566634997636804,126.97867495087418,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143838&menuNo=200008
콘서트,마포구,[서울마포음악창작소] 2023 M 인디열전 ♪7 ‘3.14(삼점일사) ,2023-11-11~2023-10-11,서울마포음악창작소 라이브홀,마포문화재단,누구나,,,,,https://mapoindie.or.kr/sub/program/program_view.asp?mode=view&idx=1143,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8540efc666bc432192405dfb7d64f9df&thumb=Y,2023.10.25,기관,2023.11.11 0:00,2023.10.11 0:00,기타,37.55506905,126.9575349,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143882&menuNo=200008
전시/미술,노원구,[서울생활사박물관] 서울 외식 이야기-오늘 뭐 먹지?,2023-11-10~2024-03-31,서울생활사박물관 기획전시실,서울역사박물관,개인 및 단체 자유관람,,,,,https://museum.seoul.go.kr/sulm/board/NR_boardView.do?bbsCd=1002&seq=20231023174455889,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=48e951eb7fe6402e8b025eabc10158b9&thumb=Y,2023.10.25,기관,2023.11.10 0:00,2024.3.31 0:00,기타,37.62017392,127.0769362,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143875&menuNo=200009
교육/체험,강동구,[강동문화재단] 생활문화 프로그램 계간: 생활문화 명상과 요가,2023-11-10~2023-12-15,강동아트센터,강동문화재단,성인,"30,000원, 20,000원 (프로그램별 상이) ",,하루만에 끝내는 자이언트얀 가방뜨기 / 와인과 함께하는 호흡 명상,,https://www.gdfac.or.kr/web/lay2/program/S1T495C475/academia/list.do?type=B,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b0041eb513e043d993359fb940134a77&thumb=Y,2023.10.14,기관,2023.11.10 0:00,2023.12.15 0:00,기타,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143694&menuNo=200011
전시/미술,중구,서울융합예술페스티벌 [언폴드엑스(Unfold X) 2023: 달로 가는 정거장],2023-11-10~2023-12-13,문화역서울284 본관 (서울 중구 통일로 1),서울문화재단,서울시민 누구나,,,,,https://www.sfac.or.kr/participation/sfac_program.do?pageIndex=&eduMstSeq=33218&eduScheSeq=&mode=VIEW&mstStatus=&eduGubunSel=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91d21d599bb24f38912a5aeb038fcbf3&thumb=Y,2023.10.17,기관,2023.11.10 0:00,2023.12.13 0:00,기타,37.55605818,126.9721159,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143743&menuNo=200009
전시/미술,광진구,[광진문화재단] 나루의 발견 공존(共存),2023-11-10~2023-12-09,나루아트센터 전시실,광진문화재단,만 7세 이상,"1,000원",,,,https://tickets.interpark.com/goods/23013898,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df99758ce6a5411f90e58cf19dbb95be&thumb=Y,2023.10.13,기관,2023.11.10 0:00,2023.12.9 0:00,기타,37.53782227110075,127.07043382626804,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143670&menuNo=200009
연극,종로구,연극 [생일파티],2023-11-10~2023-11-12,대학로 이음센터5층 이음아트홀,기타,누구나,"일반 30,000원  어린이/청소년 10,000원 장애인(동반 1인) 15,000원  예술인 15,000원","이승규, 임영란, 이호철, 정유미, 조아해, 호종민, 이정현, 안희정, 박찬용",세상 밖으로 나오기 쉽지 않은 중증 장애인과 그의 공간에 찾아 온 비장애인 서로에게 힘과 용기를 건네는 따스한 이야기의 연극,,https://tickets.interpark.com/goods/23013942,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cf8c46bec61e4e0e9ec77c58c03d115d&thumb=Y,2023.10.23,시민,2023.11.10 0:00,2023.11.12 0:00,가족 문화행사,37.58118995,127.0023986,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143855&menuNo=200008
국악,동대문구,재래(再來)악 Ⅰ: 종묘,2023-11-10~2023-11-10,김희수아트센터SPACE1,기타,누구나,,,,,https://blog.naver.com/surimcf/223183540962,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=25a2b0a44ef44758acad24503e87e686&thumb=Y,2023.10.30,기관,2023.11.10 0:00,2023.11.10 0:00,기타,37.59051371,127.0430477,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143912&menuNo=200008
